Run,Config,Repetition,Metric,Convergence_Time,Convergence_Value,Unit
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_0,0.014289589474,0.00011094655447656252,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_1,0.011531039671,9.302536101626014e-05,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_2,0.033800140507,0.0001125904714026846,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_3,0.027143863408,0.00010857081881200005,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_4,0.022893890425,0.00011104508382038838,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_5,0.017410959784,0.00010362072906024098,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_6,0.01175665497,0.00011524642768316831,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_7,0.015890514396,0.00011186594491549302,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_8,0.043934324937,0.00012450463999142864,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,inter_arrival_user_9,0.011637649322,0.00011349041748039211,s
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_0,64.10000000000001,250112.6395450486,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_1,64.10000000000001,247785.3910628564,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_2,63.300000000000004,245705.56658515197,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_3,63.400000000000006,246304.35072511144,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_4,64.10000000000001,248840.10401914964,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_5,63.800000000000004,247459.5189834041,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_6,62.1,240003.53223060857,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_7,64.0,249024.0354135569,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_8,63.900000000000006,249434.0969515947,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,queue_length_user_9,64.10000000000001,249608.6762314843,packets
WarmupDetection9000Binomial-0-20250715-19:44:24-326106,WarmupDetection9000Binomial,0,user_throughput_user_0,10.100000000000001,14.014359773417612,kbps
