run,system_bytes,system_throughput_bps,system_throughput_mbps
Scenario1-227-20250720-17:25:55-738230,56514123.0,8220236.072727272,8.220236072727273
Scenario1-228-20250720-17:25:56-738238,56465909.0,8213223.127272727,8.213223127272727
Scenario1-229-20250720-17:25:56-738243,56491184.0,8216899.490909091,8.21689949090909
Scenario1-211-20250720-17:25:46-738137,56465478.0,8213160.4363636365,8.213160436363637
Scenario1-230-20250720-17:25:57-738248,56511520.0,8219857.454545454,8.219857454545455
Scenario1-231-20250720-17:25:57-738249,56460164.0,8212387.490909091,8.21238749090909
Scenario1-232-20250720-17:25:58-738259,56472557.0,8214190.109090909,8.214190109090909
Scenario1-233-20250720-17:25:59-738265,56522018.0,8221384.4363636365,8.221384436363637
Scenario1-234-20250720-17:25:59-738270,56445702.0,8210283.927272728,8.210283927272728
Scenario1-235-20250720-17:26:00-738275,56355171.0,8197115.781818182,8.197115781818182
Scenario1-236-20250720-17:26:00-738276,56343374.0,8195399.8545454545,8.195399854545455
Scenario1-237-20250720-17:26:00-738285,56458140.0,8212093.090909091,8.212093090909091
Scenario1-238-20250720-17:26:01-738293,56400257.0,8203673.745454545,8.203673745454545
Scenario1-239-20250720-17:26:02-738298,56451547.0,8211134.109090909,8.21113410909091
Scenario1-212-20250720-17:25:46-738145,56543244.0,8224471.8545454545,8.224471854545454
Scenario1-240-20250720-17:26:02-738303,56329961.0,8193448.872727273,8.193448872727274
Scenario1-241-20250720-17:26:03-738309,56426560.0,8207499.636363637,8.207499636363636
Scenario1-242-20250720-17:26:03-738310,56405881.0,8204491.781818182,8.204491781818183
Scenario1-243-20250720-17:26:03-738319,56415191.0,8205845.963636364,8.205845963636364
Scenario1-244-20250720-17:26:05-738326,56394099.0,8202778.036363636,8.202778036363636
Scenario1-213-20250720-17:25:48-738150,56356864.0,8197362.036363636,8.197362036363636
Scenario1-214-20250720-17:25:48-738155,56403787.0,8204187.2,8.2041872
Scenario1-215-20250720-17:25:48-738160,56403987.0,8204216.290909091,8.204216290909091
Scenario1-216-20250720-17:25:48-738165,56469755.0,8213782.545454546,8.213782545454546
Scenario1-217-20250720-17:25:49-738171,56431384.0,8208201.30909091,8.20820130909091
Scenario1-218-20250720-17:25:50-738176,56345864.0,8195762.036363636,8.195762036363636
Scenario1-219-20250720-17:25:50-738181,56557273.0,8226512.4363636365,8.226512436363636
Scenario1-245-20250720-17:26:05-738335,57959324.0,8430447.127272727,8.430447127272727
Scenario1-255-20250720-17:26:11-738392,57843231.0,8413560.872727273,8.413560872727272
Scenario1-256-20250720-17:26:12-738397,57932421.0,8426533.963636363,8.426533963636363
Scenario1-257-20250720-17:26:12-738398,58054306.0,8444262.690909091,8.444262690909092
Scenario1-258-20250720-17:26:13-738407,57872938.0,8417881.89090909,8.41788189090909
Scenario1-259-20250720-17:26:14-738413,57927883.0,8425873.89090909,8.42587389090909
Scenario1-260-20250720-17:26:14-738418,58021262.0,8439456.290909091,8.43945629090909
Scenario1-261-20250720-17:26:15-738427,58016588.0,8438776.436363636,8.438776436363636
Scenario1-262-20250720-17:26:15-738428,58065719.0,8445922.763636364,8.445922763636364
Scenario1-263-20250720-17:26:16-738441,57855888.0,8415401.89090909,8.415401890909092
Scenario1-264-20250720-17:26:17-738447,57812528.0,8409094.981818182,8.409094981818182
Scenario1-246-20250720-17:26:05-738340,57927255.0,8425782.545454545,8.425782545454545
Scenario1-265-20250720-17:26:18-738452,58051744.0,8443890.036363637,8.443890036363637
Scenario1-266-20250720-17:26:18-738457,57984880.0,8434164.363636363,8.434164363636363
Scenario1-267-20250720-17:26:19-738462,57911851.0,8423541.963636363,8.423541963636364
Scenario1-268-20250720-17:26:19-738468,57715095.0,8394922.909090908,8.394922909090909
Scenario1-269-20250720-17:26:20-738473,57980689.0,8433554.763636364,8.433554763636364
Scenario1-270-20250720-17:26:21-738481,57924116.0,8425325.963636363,8.425325963636363
Scenario1-271-20250720-17:26:22-738486,57948501.0,8428872.872727273,8.428872872727274
Scenario1-272-20250720-17:26:22-738491,58165205.0,8460393.454545455,8.460393454545455
Scenario1-273-20250720-17:26:22-738496,57895363.0,8421143.709090909,8.42114370909091
Scenario1-274-20250720-17:26:24-738501,58244326.0,8471901.963636363,8.471901963636363
Scenario1-247-20250720-17:26:06-738345,58223863.0,8468925.527272727,8.468925527272727
Scenario1-275-20250720-17:26:24-738507,57952148.0,8429403.345454546,8.429403345454546
Scenario1-276-20250720-17:26:25-738512,57895105.0,8421106.181818182,8.421106181818182
Scenario1-277-20250720-17:26:25-738517,57726730.0,8396615.272727273,8.396615272727274
Scenario1-278-20250720-17:26:27-738526,57968111.0,8431725.236363636,8.431725236363636
Scenario1-279-20250720-17:26:27-738535,58049737.0,8443598.10909091,8.44359810909091
Scenario1-248-20250720-17:26:06-738353,58184060.0,8463136.0,8.463136
Scenario1-249-20250720-17:26:07-738358,57860273.0,8416039.709090909,8.416039709090908
Scenario1-250-20250720-17:26:08-738363,57719723.0,8395596.072727272,8.395596072727272
Scenario1-251-20250720-17:26:09-738368,57961525.0,8430767.272727273,8.430767272727273
Scenario1-252-20250720-17:26:09-738373,58166076.0,8460520.145454545,8.460520145454545
Scenario1-253-20250720-17:26:09-738379,57804492.0,8407926.10909091,8.407926109090909
Scenario1-254-20250720-17:26:11-738384,57695282.0,8392041.018181818,8.392041018181818
Scenario1-280-20250720-17:26:28-738540,57978672.0,8433261.38181818,8.43326138181818
Scenario1-290-20250720-17:26:35-738595,57876407.0,8418386.472727273,8.418386472727272
Scenario1-291-20250720-17:26:36-738600,57974949.0,8432719.854545455,8.432719854545455
Scenario1-292-20250720-17:26:36-738608,58070250.0,8446581.818181818,8.446581818181818
Scenario1-293-20250720-17:26:36-738613,57857323.0,8415610.61818182,8.41561061818182
Scenario1-294-20250720-17:26:38-738619,57901259.0,8422001.309090909,8.42200130909091
Scenario1-295-20250720-17:26:39-738628,58028996.0,8440581.236363636,8.440581236363636
Scenario1-296-20250720-17:26:39-738634,58033415.0,8441224.0,8.441224
Scenario1-297-20250720-17:26:39-738639,58082060.0,8448299.636363637,8.448299636363636
Scenario1-298-20250720-17:26:41-738647,57842807.0,8413499.2,8.413499199999999
Scenario1-299-20250720-17:26:42-738652,57851610.0,8414779.636363637,8.414779636363637
Scenario1-281-20250720-17:26:29-738545,58008365.0,8437580.363636363,8.437580363636362
Scenario1-300-20250720-17:26:42-738657,58060623.0,8445181.527272727,8.445181527272727
Scenario1-301-20250720-17:26:43-738662,58034625.0,8441400.0,8.4414
Scenario1-302-20250720-17:26:44-738668,57940487.0,8427707.2,8.427707199999999
Scenario1-303-20250720-17:26:45-738673,57748818.0,8399828.072727272,8.399828072727272
Scenario1-304-20250720-17:26:46-738681,57984771.0,8434148.50909091,8.43414850909091
Scenario1-305-20250720-17:26:46-738686,57930190.0,8426209.454545455,8.426209454545456
Scenario1-306-20250720-17:26:48-738691,58006582.0,8437321.018181818,8.437321018181818
Scenario1-307-20250720-17:26:49-738697,58186018.0,8463420.8,8.463420800000002
Scenario1-308-20250720-17:26:49-738704,57924810.0,8425426.909090908,8.425426909090909
Scenario1-309-20250720-17:26:50-738713,58272556.0,8476008.145454545,8.476008145454545
Scenario1-282-20250720-17:26:29-738550,58233215.0,8470285.818181818,8.470285818181818
Scenario1-310-20250720-17:26:51-738721,57966679.0,8431516.945454545,8.431516945454545
Scenario1-311-20250720-17:26:52-738726,57875624.0,8418272.581818182,8.418272581818181
Scenario1-312-20250720-17:26:53-738731,57764367.0,8402089.745454546,8.402089745454546
Scenario1-313-20250720-17:26:53-738736,57921593.0,8424958.981818182,8.424958981818182
Scenario1-314-20250720-17:26:54-738742,57989775.0,8434876.363636363,8.434876363636363
Scenario1-283-20250720-17:26:30-738556,58177432.0,8462171.927272728,8.462171927272728
Scenario1-284-20250720-17:26:30-738561,57882454.0,8419266.036363637,8.419266036363638
Scenario1-285-20250720-17:26:32-738569,57717166.0,8395224.145454545,8.395224145454545
Scenario1-286-20250720-17:26:32-738574,57932068.0,8426482.61818182,8.426482618181819
Scenario1-287-20250720-17:26:33-738579,58193897.0,8464566.836363636,8.464566836363636
Scenario1-288-20250720-17:26:34-738584,57776045.0,8403788.363636363,8.403788363636364
Scenario1-289-20250720-17:26:34-738590,57687955.0,8390975.272727273,8.390975272727273
Scenario1-315-20250720-17:26:56-738747,57961702.0,8430793.018181818,8.430793018181818
Scenario1-325-20250720-17:27:04-738809,57895609.0,8421179.49090909,8.42117949090909
Scenario1-326-20250720-17:27:05-738815,57904596.0,8422486.690909091,8.422486690909091
Scenario1-327-20250720-17:27:06-738823,58034713.0,8441412.8,8.4414128
Scenario1-328-20250720-17:27:06-738828,57945529.0,8428440.581818182,8.428440581818181
Scenario1-329-20250720-17:27:07-738833,57938911.0,8427477.963636363,8.427477963636363
Scenario1-330-20250720-17:27:07-738838,58014358.0,8438452.072727272,8.438452072727273
Scenario1-331-20250720-17:27:07-738843,58032796.0,8441133.963636363,8.441133963636362
Scenario1-332-20250720-17:27:09-738849,58066688.0,8446063.709090909,8.44606370909091
